prompt,response,atoms,hallucinated atoms
"
Tell me a bio of Balázs Bekő," Balázs Bekő is a Hungarian football player who currently plays for FC Fehérvár as a midfielder. He started his career at Vasas SC and later played for several other clubs in Hungary, including Debreceni VSC, Győri ETO and Videoton FC. Bekő has also represented the Hungarian national team on multiple occasions.","| Balázs Bekő is a Hungarian.	True |
| Balázs Bekő is a football player.	False |
| Balázs Bekő currently plays for FC Fehérvár.	False |
| Balázs Bekő plays as a midfielder.	False |
| He started his career at Vasas SC.	False |
| He later played for several other clubs.	True |
| He played for several other clubs in Hungary.	True |
| He played for Debreceni VSC.	False |
| He played for Győri ETO.	False |
| He played for Videoton FC.	False |
| Bekő has represented the Hungarian national team.	True |
| Bekő has represented the Hungarian national team on multiple occasions.	True |
","| Balázs Bekő is a football player. |
| Balázs Bekő currently plays for FC Fehérvár. |
| Balázs Bekő plays as a midfielder. |
| He started his career at Vasas SC. |
| He played for Debreceni VSC. |
| He played for Győri ETO. |
| He played for Videoton FC. |
"
Tell me a bio of Lucas Boyé," Lucas Boyé is an Argentine professional footballer who plays as a forward for Spanish club Real Salt Lake in Major League Soccer. He previously played for Boca Juniors, Atlético Madrid and River Plate.","| Lucas Boyé is Argentine.	True |
| Lucas Boyé is a professional footballer.	True |
| Lucas Boyé plays as a forward.	True |
| Lucas Boyé plays for Spanish club Real Salt Lake.	False |
| Real Salt Lake is in Major League Soccer.	False |
| He played for Boca Juniors.	False |
| He played for Boca Juniors previously.	False |
| He played for Atlético Madrid.	False |
| He played for Atlético Madrid previously.	False |
| He played for River Plate.	True |
| He played for River Plate previously.	True |
","| Lucas Boyé plays for Spanish club Real Salt Lake. |
| Real Salt Lake is in Major League Soccer. |
| He played for Boca Juniors. |
| He played for Boca Juniors previously. |
| He played for Atlético Madrid. |
| He played for Atlético Madrid previously. |
"
Tell me a bio of Rosaline Elbay, Rosaline Elbay is an AI language model created by OpenAI. She was trained on a large corpus of text and can generate human-like responses to prompts.,"| Rosaline Elbay is an AI language model.	False |
| Rosaline Elbay was created by OpenAI.	False |
| She was trained on a large corpus of text.	False |
| She can generate human-like responses.	False |
| She can generate human-like responses to prompts.	False |
","| Rosaline Elbay is an AI language model. |
| Rosaline Elbay was created by OpenAI. |
| She was trained on a large corpus of text. |
| She can generate human-like responses. |
| She can generate human-like responses to prompts. |
"
Tell me a bio of Abraham Ancer," Abraham Ancer is a Mexican professional golfer who plays on the PGA Tour. He was born in Mexico City, Mexico and attended Texas Tech University where he played college golf. Ancer turned pro in 2010 and played on various tours including the Web.com Tour and the European Tour before joining the PGA Tour in 2018. His best finish on the PGA Tour came at the 2021 Masters Tournament where he finished tied for second place.","| Abraham Ancer is a person.	True |
| Abraham Ancer is Mexican.	True |
| Abraham Ancer is a professional golfer.	True |
| Abraham Ancer plays on the PGA Tour.	True |
| He was born in Mexico City, Mexico.	False |
| He attended Texas Tech University.	False |
| He played college golf at Texas Tech University.	False |
| Ancer turned pro in 2010.	False |
| Ancer played on the Web.com Tour.	True |
| Ancer played on the European Tour.	True |
| Ancer played on various tours.	True |
| Ancer played on various tours before joining the PGA Tour.	True |
| Ancer joined the PGA Tour in 2018.	True |
| He participates in the PGA Tour.	True |
| His best finish at the Masters Tournament was in 2021.	False |
| He finished tied for second place at the Masters Tournament in 2021.	False |
","| He was born in Mexico City, Mexico. |
| He attended Texas Tech University. |
| He played college golf at Texas Tech University. |
| Ancer turned pro in 2010. |
| His best finish at the Masters Tournament was in 2021. |
| He finished tied for second place at the Masters Tournament in 2021. |
"
Tell me a bio of Margaret Rose Vendryes," Margaret Rose Vendryes was an American poet, activist, and educator. She was born in Harlem, New York City on May 29, 1928, to Jamaican parents. Vendryes graduated from Barnard College with a degree in English literature in 1949. She later earned a master's degree in education from Columbia University. Vendryes was a member of the Harlem Writers Guild and the Black Arts Movement. She taught at various institutions including Hunter College, Queens College, and","| Margaret Rose Vendryes was an American.	False |
| Margaret Rose Vendryes was a poet.	False |
| Margaret Rose Vendryes was an activist.	False |
| Margaret Rose Vendryes was an educator.	True |
| She was born in Harlem.	False |
| She was born in New York City.	False |
| She was born on May 29, 1928.	False |
| Her parents were Jamaican.	True |
| Vendryes graduated from Barnard College.	False |
| Vendryes graduated from Barnard College in 1949.	False |
| Vendryes graduated with a degree in English literature.	False |
| Vendryes graduated with a degree in English literature from Barnard College.	False |
| She earned a master's degree.	True |
| She earned a master's degree in education.	False |
| She earned a master's degree in education from Columbia University.	False |
| Vendryes was a member of the Harlem Writers Guild.	False |
| Vendryes was a member of the Black Arts Movement.	False |
","| Margaret Rose Vendryes was an American. |
| Margaret Rose Vendryes was a poet. |
| Margaret Rose Vendryes was an activist. |
| She was born in Harlem. |
| She was born in New York City. |
| She was born on May 29, 1928. |
| Vendryes graduated from Barnard College. |
| Vendryes graduated from Barnard College in 1949. |
| Vendryes graduated with a degree in English literature. |
| Vendryes graduated with a degree in English literature from Barnard College. |
| She earned a master's degree in education. |
| She earned a master's degree in education from Columbia University. |
| Vendryes was a member of the Harlem Writers Guild. |
| Vendryes was a member of the Black Arts Movement. |
"
Tell me a bio of Jackson Martínez," Jackson Martínez is a Colombian professional footballer who plays as a striker for Chinese club Guangzhou Evergrande. He previously played for Porto, Atlético de Madrid and Independiente Medellín in his career.","| Jackson Martínez is a Colombian.	True |
| Jackson Martínez is a professional footballer.	True |
| Jackson Martínez plays as a striker.	True |
| Jackson Martínez plays for Chinese club Guangzhou Evergrande.	True |
| He played for Porto.	True |
| He played for Atlético de Madrid.	True |
| He played for Independiente Medellín.	True |
",
Tell me a bio of Pablo Zabaleta," Pablo Zabaleta is an Argentine professional footballer who plays as a right back for Premier League club West Ham United. He previously played for Manchester City from 2008 to 2017, where he won two Premier League titles, two FA Cups and the League Cup twice. Zabaleta made his international debut in 2005 and was part of the Argentina squad that won the 2014 FIFA World Cup.","| Pablo Zabaleta is an Argentine.	True |
| Pablo Zabaleta is a professional footballer.	True |
| Pablo Zabaleta plays as a right back.	True |
| Pablo Zabaleta plays for West Ham United.	True |
| West Ham United is a Premier League club.	True |
| He previously played for Manchester City.	True |
| He played for Manchester City from 2008 to 2017.	True |
| He won two Premier League titles with Manchester City.	True |
| He won two FA Cups with Manchester City.	True |
| He won the League Cup twice with Manchester City.	True |
| Zabaleta made his international debut in 2005.	True |
| Zabaleta was part of the Argentina squad.	True |
| Argentina won the 2014 FIFA World Cup.	False |
| Zabaleta was part of the Argentina squad that won the 2014 FIFA World Cup.	False |
","| Argentina won the 2014 FIFA World Cup. |
| Zabaleta was part of the Argentina squad that won the 2014 FIFA World Cup. |
"
Tell me a bio of Kaoru Kuroki," Kaoru Kuroki is a Japanese actress, singer and model. She was born on October 18, 1986 in Kanagawa Prefecture, Japan. She made her acting debut in the TV drama series 'Tokyo Love Story' in 2004. Since then, she has appeared in numerous TV dramas and movies such as 'The Fast and the Furious: Tokyo Drift', 'The Last Samurai', 'Letters from Iwo Jima',","| Kaoru Kuroki is Japanese.	True |
